VisitID,Species,Breed_Stage,COHORT,N,Colony,DATE,Method
636,SOAL,CHIC,CHIC,15,Cliffs to the north of Tumbledown beach,22/12/2008,SURV
637,SOAL,INCU,AD,12,Cliffs to the north of Tumbledown beach,23/10/2016,SURV
637,SOAL,INCU,AON,12,Cliffs to the north of Tumbledown beach,23/10/2016,SURV
638,SOAL,CHIC,CHIC,9,Cliffs to the north of Tumbledown beach,24/12/2016,SURV
639,SOAL,CHIC,CHIC,8,Cliffs to the north of Tumbledown beach,26/04/2014,SURV
640,SOAL,CHIC,CHIC,13,Cliffs to the north of Tumbledown beach,26/12/2015,SURV
641,SOAL,CHIC,CHIC,17,Cliffs to the north of Tumbledown beach,27/12/2009,SURV
642,SOAL,INCU,AD,23,Cliffs to the north of Tumbledown beach,no specified date,SURV
642,SOAL,INCU,AON,23,Cliffs to the north of Tumbledown beach,no specified date,SURV
643,SOAL,CHIC,CHIC,6,Cliffs to the south of point at Tumbledown,01/04/2013,SURV
644,SOAL,CHIC,CHIC,13,Cliffs to the south of point at Tumbledown,03/01/2012,SURV
645,SOAL,CHIC,CHIC,6,Cliffs to the south of point at Tumbledown,03/04/2009,SURV
646,SOAL,CHIC,CHIC,9,Cliffs to the south of point at Tumbledown,04/01/2011,SURV
647,SOAL,CHIC,CHIC,5,Cliffs to the south of point at Tumbledown,05/04/2017,SURV
648,SOAL,CHIC,CHIC,2,Cliffs to the south of point at Tumbledown,07/04/2015,SURV
649,SOAL,CHIC,CHIC,11,Cliffs to the south of point at Tumbledown,08/04/2016,SURV
650,SOAL,INCU,AD,18,Cliffs to the south of point at Tumbledown,08/10/2010,SURV
650,SOAL,INCU,AON,14,Cliffs to the south of point at Tumbledown,08/10/2010,SURV
651,SOAL,CHIC,CHIC,1,Cliffs to the south of point at Tumbledown,12/04/2011,SURV
652,SOAL,INCU,AD,32,Cliffs to the south of point at Tumbledown,13/10/2000,SURV
652,SOAL,INCU,AON,27,Cliffs to the south of point at Tumbledown,13/10/2000,SURV
652,SOAL,INCU,AON,20,Cliffs to the south of point at Tumbledown,13/10/2000,SURV
653,SOAL,INCU,AD,26,Cliffs to the south of point at Tumbledown,14/10/2008,SURV
653,SOAL,INCU,AON,18,Cliffs to the south of point at Tumbledown,14/10/2008,SURV
654,SOAL,INCU,AD,20,Cliffs to the south of point at Tumbledown,14/10/2014,SURV
654,SOAL,INCU,AON,15,Cliffs to the south of point at Tumbledown,14/10/2014,SURV
655,SOAL,INCU,AD,15,Cliffs to the south of point at Tumbledown,15/10/2012,SURV
655,SOAL,INCU,AON,13,Cliffs to the south of point at Tumbledown,15/10/2012,SURV
656,SOAL,INCU,AD,16,Cliffs to the south of point at Tumbledown,17/10/2005,SURV
656,SOAL,INCU,AON,12,Cliffs to the south of point at Tumbledown,17/10/2005,SURV
657,SOAL,INCU,AD,19,Cliffs to the south of point at Tumbledown,17/10/2009,SURV
657,SOAL,INCU,AON,19,Cliffs to the south of point at Tumbledown,17/10/2009,SURV
658,SOAL,INCU,AD,22,Cliffs to the south of point at Tumbledown,17/10/2013,SURV
658,SOAL,INCU,AON,16,Cliffs to the south of point at Tumbledown,17/10/2013,SURV
659,SOAL,CHIC,CHIC,5,Cliffs to the south of point at Tumbledown,18/12/2012,SURV
660,SOAL,CHIC,CHIC,7,Cliffs to the south of point at Tumbledown,18/12/2013,SURV
661,SOAL,INCU,AD,10,Cliffs to the south of point at Tumbledown,19/10/2016,SURV
661,SOAL,INCU,AON,8,Cliffs to the south of point at Tumbledown,19/10/2016,SURV
662,SOAL,INCU,AD,21,Cliffs to the south of point at Tumbledown,20/09/2004,SURV
662,SOAL,INCU,AON,15,Cliffs to the south of point at Tumbledown,20/09/2004,SURV
663,SOAL,CHIC,CHIC,14,Cliffs to the south of point at Tumbledown,21/04/2012,SURV
664,SOAL,CHIC,CHIC,10,Cliffs to the south of point at Tumbledown,21/12/2014,SURV
665,SOAL,CHIC,CHIC,10,Cliffs to the south of point at Tumbledown,22/03/2001,SURV
666,SOAL,INCU,AD,35,Cliffs to the south of point at Tumbledown,22/10/2011,SURV
666,SOAL,INCU,AON,21,Cliffs to the south of point at Tumbledown,22/10/2011,SURV
667,SOAL,CHIC,CHIC,14,Cliffs to the south of point at Tumbledown,22/12/2008,SURV
668,SOAL,CHIC,CHIC,6,Cliffs to the south of point at Tumbledown,24/12/2016,SURV
669,SOAL,CHIC,CHIC,5,Cliffs to the south of point at Tumbledown,26/04/2014,SURV
670,SOAL,CHIC,CHIC,14,Cliffs to the south of point at Tumbledown,26/12/2015,SURV
671,SOAL,CHIC,CHIC,18,Cliffs to the south of point at Tumbledown,27/12/2009,SURV
672,SOAL,INCU,AD,18,Cliffs to the south of point at Tumbledown,no specified date,SURV
672,SOAL,INCU,AON,18,Cliffs to the south of point at Tumbledown,no specified date,SURV
673,TRAL,INCU,AON,68,False Peak,01/02/2016,SURV
674,TRAL,CHIC,CHIC,11,False Peak,06/10/2016,SURV
675,TRAL,CHIC,CHIC,8,False Peak,10/09/2010,SURV
676,TRAL,INCU,AON,65,False Peak,14/02/2010,SURV
677,TRAL,CHIC,CHIC,40,False Peak,17/09/2015,SURV
678,TRAL,CHIC,CHIC,7,False Peak,20/09/2009,SURV
679,TRAL,CHIC,CHIC,23,False Peak,23/09/2017,SURV
680,TRAL,INCU,AON,80,False Peak,26/01/2015,SURV
681,TRAL,INCU,AON,96,False Peak,31/01/2009,SURV
682,TRAL,INCU,AON,10,False Peak,no specified date,SURV
682,TRAL,INCU,AON,129,False Peak,no specified date,SURV
682,TRAL,INCU,AON,74,False Peak,no specified date,SURV
682,TRAL,INCU,AON,63,False Peak,no specified date,SURV
682,TRAL,INCU,AON,48,False Peak,no specified date,SURV
682,TRAL,INCU,AON,129,False Peak,no specified date,SURV
682,TRAL,INCU,AON,66,False Peak,no specified date,SURV
682,TRAL,INCU,AON,73,False Peak,no specified date,SURV
682,TRAL,INCU,AON,76,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,55,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,107,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,22,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,35,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,59,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,20,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,30,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,33,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,12,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,13,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,26,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,35,False Peak,no specified date,SURV
682,TRAL,CHIC,CHIC,6,False Peak,no specified date,SURV
683,TRAL,CHIC,CHIC,58,Gonydale,01/09/2016,SURV
684,TRAL,INCU,AON,143,Gonydale,09/02/2016,SURV
685,TRAL,INCU,AON,148,Gonydale,19/02/2010,SURV
686,TRAL,CHIC,CHIC,75,Gonydale,20/09/2009,SURV
687,TRAL,CHIC,CHIC,117,Gonydale,21/08/2017,SURV
688,TRAL,CHIC,CHIC,106,Gonydale,22/09/2015,SURV
689,TRAL,INCU,AON,183,Gonydale,23/01/2015,SURV
690,TRAL,INCU,AON,152,Gonydale,24/01/2009,SURV
691,TRAL,INCU,AON,149,Gonydale,26/01/2017,SURV
692,TRAL,INCU,AON,192,Gonydale,27/01/2011,SURV
693,TRAL,INCU,AON,125,Gonydale,no specified date,SURV
693,TRAL,INCU,AON,154,Gonydale,no specified date,SURV
693,TRAL,INCU,AON,116,Gonydale,no specified date,SURV
693,TRAL,INCU,AON,154,Gonydale,no specified date,SURV
693,TRAL,INCU,AON,131,Gonydale,no specified date,SURV
693,TRAL,INCU,AON,167,Gonydale,no specified date,SURV
693,TRAL,INCU,AON,128,Gonydale,no specified date,SURV
693,TRAL,INCU,AON,156,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,59,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,53,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,74,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,67,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,66,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,65,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,68,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,59,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,59,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,84,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,68,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,82,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,72,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,56,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,64,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,76,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,81,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,72,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,85,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,67,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,76,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,105,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,99,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,74,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,82,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,61,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,52,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,80,Gonydale,no specified date,SURV
693,TRAL,CHIC,CHIC,99,Gonydale,no specified date,SURV
694,TRAL,INCU,AON,191,GP Valley,01/02/2016,SURV
695,TRAL,CHIC,CHIC,34,GP Valley,06/10/2016,SURV
705,SGPE,INCU,INCU,60,GP Valley,10/09/2010,COLO
696,TRAL,CHIC,CHIC,14,GP Valley,10/09/2010,SURV
697,TRAL,INCU,AON,145,GP Valley,14/02/2010,SURV
706,SGPE,INCU,INCU,86,GP Valley,14/09/2009,COLO
698,TRAL,CHIC,CHIC,40,GP Valley,20/09/2009,SURV
699,TRAL,CHIC,CHIC,85,GP Valley,23/09/2017,SURV
700,TRAL,INCU,AON,304,GP Valley,26/01/2015,SURV
701,TRAL,CHIC,CHIC,81,GP Valley,26/09/2015,SURV
707,SGPE,CHIC,CHIC,61,GP Valley,31/01/2009,COLO
702,TRAL,INCU,AON,279,GP Valley,31/01/2009,SURV
703,TRAL,INCU,AON,278,GP Valley,31/01/2017,SURV
704,TRAL,INCU,AON,35,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,35,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,918,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,918,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,359,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,359,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,724,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,724,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,473,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,473,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,305,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,305,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,267,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,267,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,403,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,403,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,598,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,598,GP Valley,no specified date,SURV
704,TRAL,INCU,AON,541,GP Valley,no specified date,SURV
708,TRAL,INCU,AON,541,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,260,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,260,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,255,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,255,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,79,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,79,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,174,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,174,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,55,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,55,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,70,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,70,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,85,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,85,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,143,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,143,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,28,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,28,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,4,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,4,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,66,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,66,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,52,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,52,GP Valley,no specified date,SURV
704,TRAL,CHIC,CHIC,14,GP Valley,no specified date,SURV
708,TRAL,CHIC,CHIC,14,GP Valley,no specified date,SURV
709,TRAL,INCU,AON,49,Green Hill North,10/02/2016,SURV
710,TRAL,CHIC,CHIC,43,Green Hill North,10/09/2010,SURV
711,TRAL,INCU,AON,115,Green Hill North,19/02/2010,SURV
712,TRAL,CHIC,CHIC,7,Green Hill North,20/09/2009,SURV
713,TRAL,CHIC,CHIC,19,Green Hill North,20/09/2016,SURV
714,TRAL,CHIC,CHIC,29,Green Hill North,21/09/2017,SURV
715,TRAL,INCU,AON,68,Green Hill North,30/01/2009,SURV
716,TRAL,INCU,AON,96,Green Hill North,no specified date,SURV
716,TRAL,CHIC,CHIC,12,Green Hill North,no specified date,SURV
717,TRAL,INCU,AON,156,Green Hill South,02/02/2015,SURV
721,TRAL,INCU,AON,31,Green Hill South,02/02/2017,SURV
722,TRAL,INCU,AON,36,Green Hill South,10/02/2016,SURV
723,TRAL,CHIC,CHIC,24,Green Hill South,10/09/2010,SURV
724,TRAL,INCU,AON,33,Green Hill South,19/02/2010,SURV
725,TRAL,CHIC,CHIC,11,Green Hill South,20/09/2009,SURV
726,TRAL,CHIC,CHIC,9,Green Hill South,20/09/2016,SURV
718,TRAL,CHIC,CHIC,58,Green Hill South,22/09/2015,SURV
727,TRAL,CHIC,CHIC,19,Green Hill South,28/09/2017,SURV
728,TRAL,INCU,AON,60,Green Hill South,30/01/2009,SURV
729,TRAL,INCU,AON,700,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,700,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,700,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,310,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,310,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,310,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,164,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,164,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,164,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,183,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,183,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,183,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,126,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,126,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,126,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,84,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,84,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,84,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,217,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,217,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,217,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,367,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,367,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,367,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,46,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,46,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,46,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,400,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,400,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,400,Green Hill South,no specified date,SURV
729,TRAL,INCU,AON,389,Green Hill South,no specified date,SURV
719,TRAL,INCU,AON,389,Green Hill South,no specified date,SURV
720,TRAL,INCU,AON,389,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,84,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,84,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,84,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,161,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,161,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,161,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,3,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,3,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,3,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,69,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,69,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,69,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,12,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,12,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,12,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,38,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,38,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,38,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,33,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,33,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,33,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,60,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,60,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,60,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,40,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,40,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,40,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,55,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,55,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,55,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,18,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,18,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,18,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,26,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,26,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,26,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,113,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,113,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,113,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,35,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,35,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,35,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,154,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,154,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,154,Green Hill South,no specified date,SURV
729,TRAL,CHIC,CHIC,72,Green Hill South,no specified date,SURV
719,TRAL,CHIC,CHIC,72,Green Hill South,no specified date,SURV
720,TRAL,CHIC,CHIC,72,Green Hill South,no specified date,SURV
732,TRAL,INCU,AON,51,Hummocks,02/02/2015,SURV
733,TRAL,INCU,AON,36,Hummocks,02/02/2017,SURV
734,TRAL,INCU,AON,52,Hummocks,10/02/2016,SURV
730,GRPE,INCU,INCU,17,Hummocks,10/06/2009,COLO
735,TRAL,INCU,AON,39,Hummocks,19/02/2010,SURV
736,TRAL,CHIC,CHIC,15,Hummocks,20/09/2009,SURV
737,TRAL,CHIC,CHIC,8,Hummocks,20/09/2016,SURV
738,TRAL,CHIC,CHIC,27,Hummocks,22/09/2015,SURV
731,GRPE,INCU,AON,18,Hummocks,27/05/2009,COLO
739,TRAL,CHIC,CHIC,27,Hummocks,28/09/2017,SURV
740,TRAL,INCU,AON,35,Hummocks,30/01/2009,SURV
741,TRAL,INCU,AON,51,Hummocks,no specified date,SURV
741,TRAL,INCU,AON,45,Hummocks,no specified date,SURV
741,TRAL,INCU,AON,37,Hummocks,no specified date,SURV
741,TRAL,INCU,AON,29,Hummocks,no specified date,SURV
741,TRAL,INCU,AON,22,Hummocks,no specified date,SURV
741,TRAL,INCU,AON,198,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,28,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,14,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,28,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,6,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,12,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,35,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,10,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,25,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,24,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,22,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,7,Hummocks,no specified date,SURV
741,TRAL,CHIC,CHIC,20,Hummocks,no specified date,SURV
747,SGPE,INCU,INCU,163,Low Hump,12/09/2010,COLO
742,SGPE,INCU,AON,7,Low Hump,14/09/2001,COLO
742,SGPE,INCU,AON,28,Low Hump,14/09/2001,COLO
742,SGPE,INCU,AON,34,Low Hump,14/09/2001,COLO
742,SGPE,INCU,AON,70,Low Hump,14/09/2001,COLO
742,SGPE,INCU,AON,100,Low Hump,14/09/2001,COLO
742,SGPE,INCU,INCU,7,Low Hump,14/09/2001,COLO
742,SGPE,INCU,INCU,7,Low Hump,14/09/2001,COLO
742,SGPE,INCU,INCU,26,Low Hump,14/09/2001,COLO
742,SGPE,INCU,INCU,28,Low Hump,14/09/2001,COLO
742,SGPE,INCU,INCU,34,Low Hump,14/09/2001,COLO
742,SGPE,INCU,INCU,70,Low Hump,14/09/2001,COLO
742,SGPE,INCU,INCU,100,Low Hump,14/09/2001,COLO
743,SGPE,CHIC,CHIC,143,Low Hump,15/11/2008,COLO
744,SGPE,INCU,AON,14,Low Hump,16/09/2004,COLO
744,SGPE,INCU,AON,24,Low Hump,16/09/2004,COLO
744,SGPE,INCU,AON,59,Low Hump,16/09/2004,COLO
744,SGPE,INCU,AON,64,Low Hump,16/09/2004,COLO
744,SGPE,INCU,INCU,14,Low Hump,16/09/2004,COLO
744,SGPE,INCU,INCU,24,Low Hump,16/09/2004,COLO
744,SGPE,INCU,INCU,59,Low Hump,16/09/2004,COLO
744,SGPE,INCU,INCU,64,Low Hump,16/09/2004,COLO
748,SGPE,CHIC,CHIC,129,Low Hump,17/11/2009,COLO
749,SGPE,INCU,INCU,182,Low Hump,24/09/2009,COLO
745,SGPE,CHIC,CHIC,91,Low Hump,31/01/2009,COLO
750,SGPE,CHIC,CHIC,118,Low Hump,no specified date,COLO
746,SGPE,CHIC,CHIC,118,Low Hump,no specified date,COLO
750,SGPE,CHIC,CHIC,139,Low Hump,no specified date,COLO
746,SGPE,CHIC,CHIC,139,Low Hump,no specified date,COLO
750,SGPE,CHIC,CHIC,121,Low Hump,no specified date,COLO
746,SGPE,CHIC,CHIC,121,Low Hump,no specified date,COLO
750,SGPE,CHIC,CHIC,144,Low Hump,no specified date,COLO
746,SGPE,CHIC,CHIC,144,Low Hump,no specified date,COLO
750,SGPE,INCU,INCU,160,Low Hump,no specified date,COLO
746,SGPE,INCU,INCU,160,Low Hump,no specified date,COLO
750,SGPE,INCU,INCU,168,Low Hump,no specified date,COLO
746,SGPE,INCU,INCU,168,Low Hump,no specified date,COLO
751,SGPE,CHIC,CHIC,8,Maries Colony,11/02/2010,COLO
752,SGPE,INCU,INCU,39,Maries Colony,14/09/2009,COLO
753,SGPE,CHIC,CHIC,7,Maries Colony,15/11/2008,COLO
754,SGPE,CHIC,CHIC,4,Maries Colony,31/01/2009,COLO
755,SOAL,CHIC,CHIC,0,mid-ridge to west of area 10 and beneath area 11,01/04/2017,SURV
756,SOAL,INCU,AD,12,mid-ridge to west of area 10 and beneath area 11,02/11/2011,SURV
756,SOAL,INCU,AON,10,mid-ridge to west of area 10 and beneath area 11,02/11/2011,SURV
757,SOAL,CHIC,CHIC,3,mid-ridge to west of area 10 and beneath area 11,04/04/2013,SURV
758,SOAL,CHIC,CHIC,1,mid-ridge to west of area 10 and beneath area 11,05/01/2011,SURV
759,SOAL,CHIC,CHIC,3,mid-ridge to west of area 10 and beneath area 11,06/01/2012,SURV
760,SOAL,CHIC,CHIC,0,mid-ridge to west of area 10 and beneath area 11,08/04/2016,SURV
761,SOAL,INCU,AD,8,mid-ridge to west of area 10 and beneath area 11,11/10/2010,SURV
761,SOAL,INCU,AON,3,mid-ridge to west of area 10 and beneath area 11,11/10/2010,SURV
762,SOAL,INCU,AD,13,mid-ridge to west of area 10 and beneath area 11,13/10/2008,SURV
762,SOAL,INCU,AON,10,mid-ridge to west of area 10 and beneath area 11,13/10/2008,SURV
763,SOAL,CHIC,CHIC,2,mid-ridge to west of area 10 and beneath area 11,14/04/2011,SURV
764,SOAL,CHIC,CHIC,0,mid-ridge to west of area 10 and beneath area 11,17/04/2010,SURV
765,SOAL,CHIC,CHIC,4,mid-ridge to west of area 10 and beneath area 11,18/12/2008,SURV
766,SOAL,CHIC,CHIC,1,mid-ridge to west of area 10 and beneath area 11,19/04/2014,SURV
767,SOAL,CHIC,CHIC,2,mid-ridge to west of area 10 and beneath area 11,21/12/2013,SURV
768,SOAL,CHIC,CHIC,0,mid-ridge to west of area 10 and beneath area 11,22/12/2012,SURV
769,SOAL,CHIC,CHIC,0,mid-ridge to west of area 10 and beneath area 11,24/03/2009,SURV
770,SOAL,INCU,AD,13,mid-ridge to west of area 10 and beneath area 11,25/10/2014,SURV
770,SOAL,INCU,AON,13,mid-ridge to west of area 10 and beneath area 11,25/10/2014,SURV
771,SOAL,CHIC,CHIC,3,mid-ridge to west of area 10 and beneath area 11,26/04/2012,SURV
772,SOAL,INCU,AD,2,mid-ridge to west of area 10 and beneath area 11,26/10/2012,SURV
772,SOAL,INCU,AON,3,mid-ridge to west of area 10 and beneath area 11,26/10/2012,SURV
773,SOAL,CHIC,CHIC,0,mid-ridge to west of area 10 and beneath area 11,26/12/2015,SURV
774,SOAL,INCU,AD,8,mid-ridge to west of area 10 and beneath area 11,27/10/2000,SURV
